name,type,language,memory_layout,category,relpath
ST10_NGGate2_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_NGGate2_DB.xml
ST10_SafetyGate1_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate1_DB.xml
ST10_SafetyGate2_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate2_DB.xml
ST10_SafetyGate3_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate3_DB.xml
ST10_SafetyGate4_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate4_DB.xml
ST10_SafetyGate5_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate5_DB.xml
ST10_SafetyGate6_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate6_DB.xml
ST10_SafetyGate7_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate7_DB.xml
ST10_SafetyGate8_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate8_DB.xml
ST10_SafetyGate9_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate9_DB.xml
ST10_StopperCtrl_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/26_Stopper/ST10_StopperCtrl_DB.xml
ST10_Stopper_FB_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/06_Stopper/ST10_Stopper_FB_DB.xml
ST10_SystemModeFB_iDB,InstanceDB,DB,,Program block,Program blocks/OP010/00_Main/iDB/ST10_SystemModeFB_iDB.xml
V90Servo_DB,InstanceDB,DB,,Program block,Program blocks/OP010/10_Device/25_V90/V90Servo_DB.xml
01_OB1,OB,LAD,Standard,Program block,Program blocks/01_OB/01_OB1.xml
02_Warm Restart,OB,LAD,Standard,Program block,Program blocks/01_OB/02_Warm Restart.xml
03_CYC_INT2,OB,LAD,Standard,Program block,Program blocks/01_OB/03_CYC_INT2.xml
04_CYC_INT5,OB,LAD,Standard,Program block,Program blocks/01_OB/04_CYC_INT5.xml
05_MOD_ERR,OB,STL,Standard,Program block,Program blocks/01_OB/05_MOD_ERR.xml
07_CYCL_FLT,OB,STL,Standard,Program block,Program blocks/01_OB/07_CYCL_FLT.xml
08_HW_INT0,OB,LAD,Standard,Program block,Program blocks/01_OB/08_HW_INT0.xml
09_I/O_FLT1,OB,STL,Standard,Program block,Program blocks/01_OB/09_IO_FLT1.xml
11_PROG_ERR,OB,STL,Standard,Program block,Program blocks/01_OB/11_PROG_ERR.xml
12_RACK_FLT,OB,STL,Standard,Program block,Program blocks/01_OB/12_RACK_FLT.xml
