DataTypeName,ExternalAccessible,ExternalVisible,ExternalWritable,LogicalAddress,Name,SourcePath,Table
Bool,true,true,true,%Q109.3,RESERVE_Q109.3,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q109.4,RESERVE_Q109.4,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q109.5,RESERVE_Q109.5,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q109.6,RESERVE_Q109.6,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q109.7,RESERVE_Q109.7,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.0,J-magnet Loading _CCW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.1,J-magnet Loading _CW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.2,J-magnet Take _CW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.3,J-magnet Take _CCW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.4,RESERVE_Q110.4,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.5,RESERVE_Q110.5,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.6,RESERVE_Q110.6,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q110.7,RESERVE_Q110.7,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.0,RESERVE_Q111.0,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.1,RESERVE_Q111.1,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.2,RESERVE_Q111.2,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.3,RESERVE_Q111.3,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.4,RESERVE_Q111.4,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.5,RESERVE_Q111.5,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.6,RESERVE_Q111.6,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q111.7,RESERVE_Q111.7,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.0,L-Unloading _LineMotor_CCW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.1,L-Unloading _LineMotor_CW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.2,K-Take _CW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.3,K-Take _CCW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.4,RESERVE_Q112.4,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.5,RESERVE_Q112.5,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.6,RESERVE_Q112.6,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q112.7,RESERVE_Q112.7,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.0,RESERVE_Q113.0,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.1,RESERVE_Q113.1,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.2,RESERVE_Q113.2,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.3,RESERVE_Q113.3,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.4,RESERVE_Q113.4,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.5,RESERVE_Q113.5,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.6,RESERVE_Q113.6,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q113.7,RESERVE_Q113.7,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.0,K-Loading _CCW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.1,K-Loading _CW,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.2,RESERVE_Q114.2,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.3,RESERVE_Q114.3,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.4,RESERVE_Q114.4,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.5,RESERVE_Q114.5,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.6,RESERVE_Q114.6,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q114.7,RESERVE_Q114.7,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.0,RESERVE_Q115.0,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.1,RESERVE_Q115.1,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.2,RESERVE_Q115.2,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.3,RESERVE_Q115.3,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.4,RESERVE_Q115.4,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.5,RESERVE_Q115.5,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.6,RESERVE_Q115.6,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%Q115.7,RESERVE_Q115.7,EXPORT/PLC tags/IO/PLCIO_DQ.xml,PLCIO_DQ
Bool,true,true,true,%I1000.0,iA-Loading-02Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1000.1,iA-Loading-02GripperTakeDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1000.2,iA-Loading-02PipeDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1000.3,RESERVE_I1000.3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1000.4,iA-Loading-02HorizontalCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1000.5,iA-Loading-02HorizontalCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1000.6,iA-Loading-02UpDownTakeCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1000.7,iA-Loading-02UpDownTakeCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.0,iB-PressFitting-02GripperCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.1,iB-PressFitting-02GripperCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.2,iB-PressFitting-02DownRingDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.3,RESERVE_I1001.3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.4,RESERVE_I1001.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.5,RESERVE_I1001.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.6,RESERVE_I1001.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1001.7,RESERVE_I1001.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.0,iB-PressFitting-02CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.1,iB-PressFitting-02CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.2,iB-PressFitting-02UpRingDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.3,iB-PressFitting-02ShaftDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.4,RESERVE_I1002.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.5,RESERVE_I1002.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.6,RESERVE_I1002.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1002.7,RESERVE_I1002.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.0,iE-NG-02NGLocationCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.1,iE-NG-02NGLocationCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.2,iE-NG-03ShaftDispenseNGDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.3,iE-NG-03MagnetDispenseNGDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.4,iE-NG-02Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.5,iC-GlueServoHomePos,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.6,RESERVE_I1003.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1003.7,RESERVE_I1003.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.0,iC-LocationCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.1,iC-LocationCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.2,iC-LocationShaftDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.3,iE-NG-01Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.4,iE-NG-01NGLocationCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.5,iE-NG-01NGLocationCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.6,RESERVE_I1004.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1004.7,RESERVE_I1004.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.0,iB-PressFitting-01GripperCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.1,iB-PressFitting-01GripperCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.2,iB-PressFitting-01DownRingDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.3,RESERVE_I1005.3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.4,RESERVE_I1005.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.5,RESERVE_I1005.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.6,RESERVE_I1005.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1005.7,RESERVE_I1005.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.0,iB-PressFitting-01CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.1,iB-PressFitting-01CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.2,iB-PressFitting-01UpRingDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.3,iB-PressFitting-01ShaftDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.4,iA-Rotating product Check,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.5,RESERVE_I1006.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.6,RESERVE_I1006.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1006.7,RESERVE_I1006.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.0,iA-Loading-01Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.1,iA-Loading-01GripperTakeDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.2,iA-Loading-01PipeDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.3,iA-Loading-01HorizontalCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.4,iA-Loading-01HorizontalCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.5,iA-Loading-01UpDownTakeCylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.6,iA-Loading-01UpDownTakeCylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1007.7,RESERVE_I1007.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.0,iE2-UnloadingPressNG_1,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.1,iE2-UnloadingPressNG_2,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.2,iE2-UnloadingPressNG_3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.3,iE2-UnloadingPressNG_4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.4,iE2-UnloadingPressNG_5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.5,iE2-UnloadingMagentScanNG_1,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.6,iE2-UnloadingMagentScanNG_2,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1008.7,iE2-UnloadingMagentScanNG_3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.0,iF-ROOBT3Gripper1CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.1,iF-ROOBT3Gripper1CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.2,iF-ROOBT3Gripper2CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.3,iF-ROOBT3Gripper2CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.4,RESERVE_I1100.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.5,RESERVE_I1100.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.6,RESERVE_I1100.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1100.7,RESERVE_I1100.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.0,iF-ROOBT3Gripper1Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.1,iF-ROOBT3Gripper2Detection-,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.2,RESERVE_I1101.2,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.3,RESERVE_I1101.3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.4,RESERVE_I1101.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.5,RESERVE_I1101.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.6,RESERVE_I1101.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1101.7,RESERVE_I1101.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.0,iF-ROOBT2Gripper1CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.1,iF-ROOBT2Gripper1CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.2,iF-ROOBT2Gripper2CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.3,iF-ROOBT2Gripper2CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.4,RESERVE_I1102.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.5,RESERVE_I1102.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.6,RESERVE_I1102.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1102.7,RESERVE_I1102.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.0,iF-ROOBT2Gripper1Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.1,iF-ROOBT2Gripper2Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.2,RESERVE_I1103.2,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.3,RESERVE_I1103.3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.4,RESERVE_I1103.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.5,RESERVE_I1103.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.6,RESERVE_I1103.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1103.7,RESERVE_I1103.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.0,iF-ROOBT1Gripper1CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.1,iF-ROOBT1Gripper1CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.2,iF-ROOBT1Gripper2CylinderInWP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.3,iF-ROOBT1Gripper2CylinderInHP,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.4,RESERVE_I1104.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.5,RESERVE_I1104.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.6,RESERVE_I1104.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1104.7,RESERVE_I1104.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.0,iF-ROOBT1Gripper1Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.1,iF-ROOBT1Gripper2Detection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.2,iF-ROOBT1ShaftDetection,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.3,RESERVE_I1105.3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.4,RESERVE_I1105.4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.5,RESERVE_I1105.5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.6,RESERVE_I1105.6,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1105.7,RESERVE_I1105.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.0,iE2-UnloadingMagentScanNG_4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.1,iE2-UnloadingMagentScanNG_5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.2,iE2-UnloadingRingScanNG_1,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.3,iE2-UnloadingRingScanNG_2,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.4,iE2-UnloadingRingScanNG_3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.5,iE2-UnloadingRingScanNG_4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.6,iE2-UnloadingRingScanNG_5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1009.7,RESERVE_I1009.7,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.0,iE1-UnloadingShaftPressNG_1,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.1,iE1-UnloadingShaftPressNG_2,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.2,iE1-UnloadingShaftPressNG_3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.3,iE1-UnloadingShaftPressNG_4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.4,iE1-UnloadingShaftPressNG_5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.5,iE1-UnloadingShaftScanNG_1,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.6,iE1-UnloadingShaftScanNG_2,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1010.7,iE1-UnloadingShaftScanNG_3,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1011.0,iE1-UnloadingShaftScanNG_4,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
Bool,true,true,true,%I1011.1,iE1-UnloadingShaftScanNG_5,EXPORT/PLC tags/IO/RemoteIO_DI_1.xml,RemoteIO_DI_1
