kind,name,number,language,source_path
SW.Types.PlcStruct,RCS_KeyenceSR1000_Output1,,,EXPORT/PLC data types/KeyenceSR1000/02_PLCDataType/RCS_KeyenceSR1000_Output1.xml
SW.Types.PlcStruct,RCS_PMInterface_V1,,,EXPORT/PLC data types/00 Sys/RCS_PMInterface_V1.xml
SW.Types.PlcStruct,RCS_SysAlarmWarning_V1,,,EXPORT/PLC data types/00 Sys/RCS_SysAlarmWarning_V1.xml
SW.Types.PlcStruct,RCS_SysAuto_V1,,,EXPORT/PLC data types/00 Sys/UDT/RCS_SysAuto_V1.xml
SW.Types.PlcStruct,RCS_SysCmd_V1,,,EXPORT/PLC data types/00 Sys/RCS_SysCmd_V1.xml
SW.Types.PlcStruct,RCS_SysComInterface_V1,,,EXPORT/PLC data types/00 Sys/UDT/RCS_SysComInterface_V1.xml
SW.Types.PlcStruct,RCS_SysCount_V1,,,EXPORT/PLC data types/00 Sys/RCS_SysCount_V1.xml
SW.Types.PlcStruct,RCS_SysCycleTime_V1,,,EXPORT/PLC data types/00 Sys/RCS_SysCycleTime_V1.xml
SW.Types.PlcStruct,RCS_SysManual_V1,,,EXPORT/PLC data types/00 Sys/RCS_SysManual_V1.xml
SW.Types.PlcStruct,RCS_SysSafety_V1,,,EXPORT/PLC data types/00 Sys/RCS_SysSafety_V1.xml
SW.Types.PlcStruct,RCS_SysStatus_V1,,,EXPORT/PLC data types/00 Sys/RCS_SysStatus_V1.xml
SW.Types.PlcStruct,RCS_typeAteqF620Visual,,,EXPORT/PLC data types/03 FunctionBlocks/211 ATEQ LeakTest/RCS_typeAteqF620Visual.xml
SW.Types.PlcStruct,RecipeAxis,,,EXPORT/PLC data types/03 FunctionBlocks/210 Recipe/RecipeAxis.xml
SW.Types.PlcStruct,Recipe_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/ChangeOver&Recipe/Recipe_ShW.xml
SW.Types.PlcStruct,Rework_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/Rework_ShW.xml
SW.Types.PlcStruct,ST_Conveyer_Line,,,EXPORT/PLC data types/03 FunctionBlocks/202 Conveyer_Line/ST_Conveyer_Line.xml
SW.Types.PlcStruct,ST_GeneralAnalog,,,EXPORT/PLC data types/03 FunctionBlocks/212 Analog/212.1.1 UDT/ST_GeneralAnalog.xml
SW.Types.PlcStruct,ST_KeyenceCheckerIV3,,,EXPORT/PLC data types/LXL/IV3/ST_KeyenceCheckerIV3.xml
SW.Types.PlcStruct,ST_KeyenceSR1000,,,EXPORT/PLC data types/03 FunctionBlocks/208 keyence SR1000/208.1 UDT/ST_KeyenceSR1000.xml
SW.Types.PlcStruct,ST_Stopper,,,EXPORT/PLC data types/03 FunctionBlocks/201 Stopper/ST_Stopper.xml
SW.Types.PlcStruct,SafetyGateUDT,,,EXPORT/PLC data types/03 FunctionBlocks/102 SafetyGate/SafetyGateUDT.xml
SW.Types.PlcStruct,ServoType_UDT,,,EXPORT/PLC data types/LXL/Sevro/ServoType_UDT.xml
SW.Types.PlcStruct,StaProcessData,,,EXPORT/PLC data types/500 User/StaProcessData.xml
SW.Types.PlcStruct,Station information_ShW,,,EXPORT/PLC data types/Shopworx/General/Station information_ShW.xml
SW.Types.PlcStruct,SubAssembly Check_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/SubAssembly Check_ShW.xml
SW.Types.PlcStruct,SubAssemblyID_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/SubAssemblyID_ShW.xml
SW.Types.PlcStruct,SubProcessParameterP010_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/SubProcessParameter/SubProcessParameterP010_ShW.xml
SW.Types.PlcStruct,SubProcessParameterP020_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/SubProcessParameter/SubProcessParameterP020_ShW.xml
SW.Types.PlcStruct,SubProcessParameterP030_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/SubProcessParameter/SubProcessParameterP030_ShW.xml
SW.Types.PlcStruct,SubProcessParameterP040_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/SubProcessParameter/SubProcessParameterP040_ShW.xml
SW.Types.PlcStruct,SubProcessParameterP050_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/SubProcessParameter/SubProcessParameterP050_ShW.xml
SW.Types.PlcStruct,TableProcessData,,,EXPORT/PLC data types/LXL/TableProcessData.xml
SW.Types.PlcStruct,ToolCheck_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/ToolCheck_ShW.xml
SW.Types.PlcStruct,UDT_LabelFeeder,,,EXPORT/PLC data types/500 User/UDT_LabelFeeder.xml
SW.Types.PlcStruct,UDT_MES_LoadData,,,EXPORT/PLC data types/MES/Data/UDT_MES_LoadData.xml
SW.Types.PlcStruct,UDT_MES_LoadDatae_ext,,,EXPORT/PLC data types/MES_EXT/Data_ext/UDT_MES_LoadDatae_ext.xml
SW.Types.PlcStruct,UDT_MES_UnLoadData,,,EXPORT/PLC data types/MES/Data/UDT_MES_UnLoadData.xml
SW.Types.PlcStruct,UDT_MES_UnLoadData_ext,,,EXPORT/PLC data types/MES_EXT/Data_ext/UDT_MES_UnLoadData_ext.xml
SW.Types.PlcStruct,UDT_MEStoPLC,,,EXPORT/PLC data types/MES/MES to PLC/UDT_MEStoPLC.xml
SW.Types.PlcStruct,UDT_MEStoPLC_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/UDT_MEStoPLC_ext.xml
SW.Types.PlcStruct,UDT_Marking CharToASCII,,,EXPORT/PLC data types/500 User/UDT_Marking CharToASCII.xml
SW.Types.PlcStruct,UDT_Marking StringToChar,,,EXPORT/PLC data types/500 User/UDT_Marking StringToChar.xml
SW.Types.PlcStruct,UDT_PLCtoMES,,,EXPORT/PLC data types/MES/PLC to MES/UDT_PLCtoMES.xml
SW.Types.PlcStruct,UDT_PLCtoMES_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/UDT_PLCtoMES_ext.xml
SW.Types.PlcStruct,UDT_StaProcessData,,,EXPORT/PLC data types/500 User/UDT_StaProcessData.xml
SW.Types.PlcStruct,UDT_StopperInterface,,,EXPORT/PLC data types/LXL/Stopper/UDT_StopperInterface.xml
SW.Types.PlcStruct,UDT_Stopper_FB,,,EXPORT/PLC data types/03 FunctionBlocks/201 Stopper/UDT_Stopper_FB.xml
SW.Types.PlcStruct,UDT_TrackingReport_HMI_OP1,,,EXPORT/PLC data types/MES/Tracking/OLD/UDT_TrackingReport_HMI_OP1.xml
SW.Types.PlcStruct,UDT_TrackingReport_HMI_OP1_ext,,,EXPORT/PLC data types/MES_EXT/Tracking_ext/OLD/UDT_TrackingReport_HMI_OP1_ext.xml
SW.Types.PlcStruct,UDT_TrackingReport_OP01,,,EXPORT/PLC data types/MES/Tracking/OLD/UDT_TrackingReport_OP01.xml
SW.Types.PlcStruct,UDT_TrackingReport_OP01_ext,,,EXPORT/PLC data types/MES_EXT/Tracking_ext/OLD/UDT_TrackingReport_OP01_ext.xml
SW.Types.PlcStruct,UnBound_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/UnBound_ShW.xml
SW.Types.PlcStruct,WriteProcessData,,,EXPORT/PLC data types/LXL/Kistler/WriteProcessData.xml
SW.Types.PlcStruct,batchID_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/batchID_ShW.xml
