kind,name,number,language,source_path
SW.Blocks.InstanceDB,DB_maXYmosNC1,2310,DB,EXPORT/Program blocks/OP010/10_Device/23_Kistler/Kistler1/DB_maXYmosNC1.xml
SW.Blocks.InstanceDB,DB_maXYmosNC2,2320,DB,EXPORT/Program blocks/OP010/10_Device/23_Kistler/Kistler2/DB_maXYmosNC2.xml
SW.Blocks.InstanceDB,DT-Chars_DB,2360,DB,EXPORT/Program blocks/OP010/11_MES/DT-Chars_DB.xml
SW.Blocks.InstanceDB,IAI_Position_DB,2210,DB,EXPORT/Program blocks/OP010/10_Device/22_IAI/IAI_Position_DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_800A1DB,1805,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_800A1DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_801A1DB,1801,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_801A1DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_802A1DB,1806,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_802A1DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_803A1DB,1802,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_803A1DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_804A1DB,1803,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_804A1DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_805A1DB,1807,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_805A1DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_806A1DB,1804,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_806A1DB.xml
SW.Blocks.InstanceDB,KeyenceSR1000Ctrl_807A1DB,1808,DB,EXPORT/Program blocks/OP010/10_Device/18_SR1000 Scan/KeyenceSR1000Ctrl_807A1DB.xml
SW.Blocks.InstanceDB,KukaRobot1_CtrlDB,2401,DB,EXPORT/Program blocks/OP010/10_Device/24_Robot/KukaRobot1_CtrlDB.xml
SW.Blocks.InstanceDB,KukaRobot2_CtrlDB,2402,DB,EXPORT/Program blocks/OP010/10_Device/24_Robot/KukaRobot2_CtrlDB.xml
SW.Blocks.InstanceDB,KukaRobot3_CtrlDB,2403,DB,EXPORT/Program blocks/OP010/10_Device/24_Robot/KukaRobot3_CtrlDB.xml
SW.Blocks.InstanceDB,MES_CHeck_DB,111,DB,EXPORT/Program blocks/OP010/11_MES/MES_CHeck_DB.xml
SW.Blocks.InstanceDB,MotorContro_DB_1,3101,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_1.xml
SW.Blocks.InstanceDB,MotorContro_DB_11,3111,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_11.xml
SW.Blocks.InstanceDB,MotorContro_DB_12,3112,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_12.xml
SW.Blocks.InstanceDB,MotorContro_DB_13,3113,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_13.xml
SW.Blocks.InstanceDB,MotorContro_DB_14,3114,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_14.xml
SW.Blocks.InstanceDB,MotorContro_DB_15,3115,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_15.xml
SW.Blocks.InstanceDB,MotorContro_DB_16,3116,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_16.xml
SW.Blocks.InstanceDB,MotorContro_DB_17,3117,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_17.xml
SW.Blocks.InstanceDB,MotorContro_DB_2,3102,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_2.xml
SW.Blocks.InstanceDB,MotorContro_DB_3,3103,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_3.xml
SW.Blocks.InstanceDB,MotorContro_DB_4,3104,DB,EXPORT/Program blocks/OP010/10_Device/31_Motor_1/MotorContro_DB_4.xml
SW.Blocks.InstanceDB,NG_DB,2901,DB,EXPORT/Program blocks/OP010/10_Device/29_NG/NG_DB.xml
SW.Blocks.InstanceDB,PartDataManage_Part1_DB,1501,DB,EXPORT/Program blocks/OP010/12_PartData/PartDataManage_Part1_DB.xml
SW.Blocks.InstanceDB,PartDataManage_Part2_DB,1502,DB,EXPORT/Program blocks/OP010/12_PartData/PartDataManage_Part2_DB.xml
SW.Blocks.InstanceDB,PartDataManage_Part3_DB,1503,DB,EXPORT/Program blocks/OP010/12_PartData/PartDataManage_Part3_DB.xml
SW.Blocks.InstanceDB,PartDataManage_Part4_DB,1504,DB,EXPORT/Program blocks/OP010/12_PartData/PartDataManage_Part4_DB.xml
SW.Blocks.InstanceDB,ST10_CountCycleTimeMain_DB,1009,DB,EXPORT/Program blocks/OP010/09_Count_CycleTime/ST10_CountCycleTimeMain_DB.xml
SW.Blocks.InstanceDB,ST10_FB_S7connect_IDB,900,DB,EXPORT/Program blocks/OP010/10_Device/09_CuringOven/IDBs/ST10_FB_S7connect_IDB.xml
SW.Blocks.InstanceDB,ST10_FB_Tower_4Lamp_DB,5050,DB,EXPORT/Program blocks/OP010/02_Output/ST10_FB_Tower_4Lamp_DB.xml
SW.Blocks.InstanceDB,ST10_Flow11_A2TableScan_iDB,1081,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow11_A2TableScan_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow12_A2TableUnloading_iDB,1082,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow12_A2TableUnloading_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow14_B2Press_iDB,1084,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow14_B2Press_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow15_FRobot_3_iDB,1085,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow15_FRobot_3_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow1_A1TableScan_iDB,1071,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow1_A1TableScan_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow21_HShaftLifting_iDB,1091,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow21_HShaftLifting_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow22_JMagnetLifting_iDB,1092,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow22_JMagnetLifting_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow23_KReserveLifting_iDB,1093,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow23_KReserveLifting_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow24_LUnloadingTrans_iDB,1094,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow24_LUnloadingTrans_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow25_HShaftLoad&Unload_iDB,1095,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow25_HShaftLoad&Unload_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow26_JMagnetLoad&Unload_iDB,1096,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow26_JMagnetLoad&Unload_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow27_KReserveLoad&Unload_iDB,1097,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow27_KReserveLoad&Unload_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow28_LUnloadingLoad&Unload_IiDB,1098,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow28_LUnloadingLoad&Unload_IiDB.xml
SW.Blocks.InstanceDB,ST10_Flow2_A1TableUnloading_iDB,1072,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow2_A1TableUnloading_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow3_A1RotaryScan_iDB,1073,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow3_A1RotaryScan_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow4_B1Press_iDB,1074,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow4_B1Press_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow5_FRobot_1_iDB,1075,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow5_FRobot_1_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow6_FixtureCodeScan_iDB,1076,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow6_FixtureCodeScan_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow7_CGlueing_iDB,1077,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow7_CGlueing_iDB.xml
SW.Blocks.InstanceDB,ST10_Flow8_FRobot_2_iDB,1078,DB,EXPORT/Program blocks/OP010/03_Auto/M_iDB/ST10_Flow8_FRobot_2_iDB.xml
SW.Blocks.InstanceDB,ST10_MaterialGate1_DB,1151,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_MaterialGate1_DB.xml
SW.Blocks.InstanceDB,ST10_MaterialGate2_DB,1152,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_MaterialGate2_DB.xml
SW.Blocks.InstanceDB,ST10_MaterialGate3_DB,1153,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_MaterialGate3_DB.xml
SW.Blocks.InstanceDB,ST10_MaterialGate4_DB,1154,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_MaterialGate4_DB.xml
SW.Blocks.InstanceDB,ST10_MaterialGate5_DB,1155,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_MaterialGate5_DB.xml
SW.Blocks.InstanceDB,ST10_MaterialGate6_DB,1156,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_MaterialGate6_DB.xml
SW.Blocks.InstanceDB,ST10_MaterialGate7_DB,1157,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_MaterialGate7_DB.xml
SW.Blocks.InstanceDB,ST10_NGGate1_DB,1158,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_NGGate1_DB.xml
SW.Blocks.InstanceDB,ST10_NGGate2_DB,1159,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_NGGate2_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate1_DB,1141,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate1_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate2_DB,1142,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate2_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate3_DB,1143,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate3_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate4_DB,1144,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate4_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate5_DB,1145,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate5_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate6_DB,1146,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate6_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate7_DB,1147,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate7_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate8_DB,1148,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate8_DB.xml
SW.Blocks.InstanceDB,ST10_SafetyGate9_DB,1149,DB,EXPORT/Program blocks/OP010/10_Device/03_SafetyGate/ST10_SafetyGate9_DB.xml
SW.Blocks.InstanceDB,ST10_StopperCtrl_DB,2601,DB,EXPORT/Program blocks/OP010/10_Device/26_Stopper/ST10_StopperCtrl_DB.xml
SW.Blocks.InstanceDB,ST10_Stopper_FB_DB,1160,DB,EXPORT/Program blocks/OP010/10_Device/06_Stopper/ST10_Stopper_FB_DB.xml
SW.Blocks.InstanceDB,ST10_SystemModeFB_iDB,1000,DB,EXPORT/Program blocks/OP010/00_Main/iDB/ST10_SystemModeFB_iDB.xml
SW.Blocks.InstanceDB,V90Servo_DB,2500,DB,EXPORT/Program blocks/OP010/10_Device/25_V90/V90Servo_DB.xml
SW.Blocks.OB,01_OB1,1,LAD,EXPORT/Program blocks/01_OB/01_OB1.xml
SW.Blocks.OB,02_Warm Restart,100,LAD,EXPORT/Program blocks/01_OB/02_Warm Restart.xml
SW.Blocks.OB,03_CYC_INT2,32,LAD,EXPORT/Program blocks/01_OB/03_CYC_INT2.xml
SW.Blocks.OB,04_CYC_INT5,35,LAD,EXPORT/Program blocks/01_OB/04_CYC_INT5.xml
SW.Blocks.OB,05_MOD_ERR,122,STL,EXPORT/Program blocks/01_OB/05_MOD_ERR.xml
SW.Blocks.OB,07_CYCL_FLT,80,STL,EXPORT/Program blocks/01_OB/07_CYCL_FLT.xml
SW.Blocks.OB,08_HW_INT0,40,LAD,EXPORT/Program blocks/01_OB/08_HW_INT0.xml
SW.Blocks.OB,09_I/O_FLT1,82,STL,EXPORT/Program blocks/01_OB/09_IO_FLT1.xml
SW.Blocks.OB,11_PROG_ERR,121,STL,EXPORT/Program blocks/01_OB/11_PROG_ERR.xml
SW.Blocks.OB,12_RACK_FLT,86,STL,EXPORT/Program blocks/01_OB/12_RACK_FLT.xml
SW.Types.PlcStruct,AGV_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/AGV_ShW.xml
SW.Types.PlcStruct,ATEQRecipe,,,EXPORT/PLC data types/500 User/ATEQRecipe.xml
SW.Types.PlcStruct,Alarm_ShW,,,EXPORT/PLC data types/Shopworx/Alarm/Alarm_ShW.xml
SW.Types.PlcStruct,BatchCheck_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/BatchCheck_ShW.xml
SW.Types.PlcStruct,Bound_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/Bound_ShW.xml
SW.Types.PlcStruct,Changeover_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/ChangeOver&Recipe/Changeover_ShW.xml
SW.Types.PlcStruct,Check,,,EXPORT/PLC data types/500 User/Check.xml
SW.Types.PlcStruct,CheckIn_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/CheckIn_ShW.xml
SW.Types.PlcStruct,CheckOut_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/CheckOut_ShW.xml
SW.Types.PlcStruct,Component Check_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/Component Check_ShW.xml
SW.Types.PlcStruct,ComponentID_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/ComponentID_ShW.xml
SW.Types.PlcStruct,Cyl,,,EXPORT/PLC data types/03 FunctionBlocks/101 Cylinder/Cyl.xml
SW.Types.PlcStruct,FixtureCheck_UDT,,,EXPORT/PLC data types/03 FunctionBlocks/100 FixtureCheck/FixtureCheck_UDT.xml
SW.Types.PlcStruct,HMI_Axis,,,EXPORT/PLC data types/LXL/IAIStructS/HMI_Axis.xml
SW.Types.PlcStruct,Handshake_ShW,,,EXPORT/PLC data types/Shopworx/General/Handshake_ShW.xml
SW.Types.PlcStruct,IAI Input Struct,,,EXPORT/PLC data types/LXL/IAIStructS/IAI Input Struct.xml
SW.Types.PlcStruct,IAI Output Struct,,,EXPORT/PLC data types/LXL/IAIStructS/IAI Output Struct.xml
SW.Types.PlcStruct,IAI Par Struct,,,EXPORT/PLC data types/LXL/IAIStructS/IAI Par Struct.xml
SW.Types.PlcStruct,KISTLER_HMI_DATA,,,EXPORT/PLC data types/LXL/Kistler/06_KISTLER/KISTLER_HMI_DATA.xml
SW.Types.PlcStruct,KISTLER_TO_PLC,,,EXPORT/PLC data types/LXL/Kistler/06_KISTLER/KISTLER_TO_PLC.xml
SW.Types.PlcStruct,KukaRobot_HMI,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_HMI.xml
SW.Types.PlcStruct,KukaRobot_SysInput,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_SysInput.xml
SW.Types.PlcStruct,KukaRobot_SysOutput,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_SysOutput.xml
SW.Types.PlcStruct,KukaRobot_UserInput_1,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_UserInput_1.xml
SW.Types.PlcStruct,KukaRobot_UserInput_2,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_UserInput_2.xml
SW.Types.PlcStruct,KukaRobot_UserInput_3,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_UserInput_3.xml
SW.Types.PlcStruct,KukaRobot_UserOutput_1,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_UserOutput_1.xml
SW.Types.PlcStruct,KukaRobot_UserOutput_2,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_UserOutput_2.xml
SW.Types.PlcStruct,KukaRobot_UserOutput_3,,,EXPORT/PLC data types/LXL/KukaRobot/KukaRobot_UserOutput_3.xml
SW.Types.PlcStruct,LaserMarkingBuffer,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/OLD/LaserMarkingBuffer.xml
SW.Types.PlcStruct,LogInOut_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/LogInOut_ShW.xml
SW.Types.PlcStruct,MEStoPLC_AGVExchange,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_AGVExchange.xml
SW.Types.PlcStruct,MEStoPLC_AlarmMassage_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/OLD/MEStoPLC_AlarmMassage_ext.xml
SW.Types.PlcStruct,MEStoPLC_Common,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_Common.xml
SW.Types.PlcStruct,MEStoPLC_Common_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/Cammand/MEStoPLC_Common_ext.xml
SW.Types.PlcStruct,MEStoPLC_MainCheckIn,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_MainCheckIn.xml
SW.Types.PlcStruct,MEStoPLC_MainCheckInStation1ST350_Laser,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/OLD/MEStoPLC_MainCheckInStation1ST350_Laser.xml
SW.Types.PlcStruct,MEStoPLC_MainCheckInStation1ST350_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/OLD/MEStoPLC_MainCheckInStation1ST350_ext.xml
SW.Types.PlcStruct,MEStoPLC_MainCheckInStation2ST350_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/OLD/MEStoPLC_MainCheckInStation2ST350_ext.xml
SW.Types.PlcStruct,MEStoPLC_MainCheckIn_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/Cammand/MEStoPLC_MainCheckIn_ext.xml
SW.Types.PlcStruct,MEStoPLC_MainCheckOut,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_MainCheckOut.xml
SW.Types.PlcStruct,MEStoPLC_MainCheckOut_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/Cammand/MEStoPLC_MainCheckOut_ext.xml
SW.Types.PlcStruct,MEStoPLC_PrintExchange,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_PrintExchange.xml
SW.Types.PlcStruct,MEStoPLC_PrintExchange_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/Cammand/MEStoPLC_PrintExchange_ext.xml
SW.Types.PlcStruct,MEStoPLC_ProcessingExchange,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_ProcessingExchange.xml
SW.Types.PlcStruct,MEStoPLC_RecipeData_OP220,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_RecipeData_OP220.xml
SW.Types.PlcStruct,MEStoPLC_RecipeParameter_OP220,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_RecipeParameter_OP220.xml
SW.Types.PlcStruct,MEStoPLC_ResultsStoredScanExchange_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/Cammand/MEStoPLC_ResultsStoredScanExchange_ext.xml
SW.Types.PlcStruct,MEStoPLC_ST350,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_ST350.xml
SW.Types.PlcStruct,MEStoPLC_ST350_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/MEStoPLC_ST350_ext.xml
SW.Types.PlcStruct,MEStoPLC_SubCheckIn,,,EXPORT/PLC data types/MES/MES to PLC/OLD/MEStoPLC_SubCheckIn.xml
SW.Types.PlcStruct,MEStoPLC_SubCheckIn_ext,,,EXPORT/PLC data types/MES_EXT/MES to PLC_ext/Cammand/MEStoPLC_SubCheckIn_ext.xml
SW.Types.PlcStruct,MaterialGateUDT,,,EXPORT/PLC data types/03 FunctionBlocks/105 MaterialGate/MaterialGateUDT.xml
SW.Types.PlcStruct,ModeGenStruct,,,EXPORT/PLC data types/LXL/IAIStructS/ModeStructs/ModeGenStruct.xml
SW.Types.PlcStruct,ModeOutStruct,,,EXPORT/PLC data types/LXL/IAIStructS/ModeStructs/ModeOutStruct.xml
SW.Types.PlcStruct,Motor_Control,,,EXPORT/PLC data types/LXL/Motor/Motor_Control.xml
SW.Types.PlcStruct,OP40_Data,,,EXPORT/PLC data types/LXL/Kistler/OP40_Data.xml
SW.Types.PlcStruct,PLC_TO_KISTLER,,,EXPORT/PLC data types/LXL/Kistler/06_KISTLER/PLC_TO_KISTLER.xml
SW.Types.PlcStruct,PLCtoMES_AGVExchange,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_AGVExchange.xml
SW.Types.PlcStruct,PLCtoMES_AlarmExchange,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_AlarmExchange.xml
SW.Types.PlcStruct,PLCtoMES_AlarmMassage_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/OLD/PLCtoMES_AlarmMassage_ext.xml
SW.Types.PlcStruct,PLCtoMES_Common,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_Common.xml
SW.Types.PlcStruct,PLCtoMES_Common_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/Cammand/PLCtoMES_Common_ext.xml
SW.Types.PlcStruct,PLCtoMES_MainCheckIn,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_MainCheckIn.xml
SW.Types.PlcStruct,PLCtoMES_MainCheckIn_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/Cammand/PLCtoMES_MainCheckIn_ext.xml
SW.Types.PlcStruct,PLCtoMES_MainCheckOut,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_MainCheckOut.xml
SW.Types.PlcStruct,PLCtoMES_MainCheckOutProcessData_OP220,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_MainCheckOutProcessData_OP220.xml
SW.Types.PlcStruct,PLCtoMES_MainCheckOutStation1ST350_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/OLD/PLCtoMES_MainCheckOutStation1ST350_ext.xml
SW.Types.PlcStruct,PLCtoMES_MainCheckOutStation2ST350_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/OLD/PLCtoMES_MainCheckOutStation2ST350_ext.xml
SW.Types.PlcStruct,PLCtoMES_MainCheckOut_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/Cammand/PLCtoMES_MainCheckOut_ext.xml
SW.Types.PlcStruct,PLCtoMES_OP_ProcessData_OP220,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_OP_ProcessData_OP220.xml
SW.Types.PlcStruct,PLCtoMES_PrintExchange,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_PrintExchange.xml
SW.Types.PlcStruct,PLCtoMES_PrintExchange_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/Cammand/PLCtoMES_PrintExchange_ext.xml
SW.Types.PlcStruct,PLCtoMES_ProcessData,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_ProcessData.xml
SW.Types.PlcStruct,PLCtoMES_ProcessingExchange,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_ProcessingExchange.xml
SW.Types.PlcStruct,PLCtoMES_RealTimeData,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_RealTimeData.xml
SW.Types.PlcStruct,PLCtoMES_ResultsStoredScanExchange_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/Cammand/PLCtoMES_ResultsStoredScanExchange_ext.xml
SW.Types.PlcStruct,PLCtoMES_ST350,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_ST350.xml
SW.Types.PlcStruct,PLCtoMES_ST350_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/PLCtoMES_ST350_ext.xml
SW.Types.PlcStruct,PLCtoMES_SubCheckIn,,,EXPORT/PLC data types/MES/PLC to MES/OLD/PLCtoMES_SubCheckIn.xml
SW.Types.PlcStruct,PLCtoMES_SubCheckIn_ext,,,EXPORT/PLC data types/MES_EXT/PLC to MES_ext/Cammand/PLCtoMES_SubCheckIn_ext.xml
SW.Types.PlcStruct,PartCodeStruct_UDT,,,EXPORT/PLC data types/03 FunctionBlocks/104 PartDataManage/104.1 UDT/PartCodeStruct_UDT.xml
SW.Types.PlcStruct,PartDataHMI,,,EXPORT/PLC data types/03 FunctionBlocks/104 PartDataManage/104.1 UDT/PartDataHMI.xml
SW.Types.PlcStruct,PartData_UDT,,,EXPORT/PLC data types/03 FunctionBlocks/104 PartDataManage/104.1 UDT/PartData_UDT.xml
SW.Types.PlcStruct,PartNumber_ShW,,,EXPORT/PLC data types/Shopworx/General/PartNumber_ShW.xml
SW.Types.PlcStruct,PosList,,,EXPORT/PLC data types/LXL/Sevro/PosList.xml
SW.Types.PlcStruct,PosList_IAI,,,EXPORT/PLC data types/LXL/Sevro/PosList_IAI.xml
SW.Types.PlcStruct,PresserRecipe,,,EXPORT/PLC data types/500 User/PresserRecipe.xml
SW.Types.PlcStruct,ProcessCheck_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/ProcessCheck_ShW.xml
SW.Types.PlcStruct,ProcessData,,,EXPORT/PLC data types/LXL/ProcessData.xml
SW.Types.PlcStruct,Processing_ShW,,,EXPORT/PLC data types/Shopworx/Fuction/Processing_ShW.xml
SW.Types.PlcStruct,RCS_CountCycleTime_V1,,,EXPORT/PLC data types/00 Sys/RCS_CountCycleTime_V1.xml
SW.Types.PlcStruct,RCS_KeyenceSR1000_HMI1,,,EXPORT/PLC data types/KeyenceSR1000/02_PLCDataType/RCS_KeyenceSR1000_HMI1.xml
SW.Types.PlcStruct,RCS_KeyenceSR1000_Input1,,,EXPORT/PLC data types/KeyenceSR1000/02_PLCDataType/RCS_KeyenceSR1000_Input1.xml
